name,state,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,lfcSE,stat,PValue,PAdj,FDR,falsePos,A1,A2,A3,B1,B2,B3
GENE-13893,NO,13.7,4,23.4,5.878,2.6,0.71,3.59,3.3e-04,1.0e+00,0.0117,2,0,5,7,20.8,23.6,25.7
GENE-6762,YES,13.4,4.7,22.1,4.759,2.3,0.63,3.57,3.5e-04,1.0e+00,0.0122,2,3,5,6,28.7,15.8,21.8
GENE-1794,YES,12.2,4.3,20.1,4.666,2.2,0.62,3.57,3.6e-04,1.0e+00,0.0126,2,4,4,5,23.7,17.7,18.8
GENE-6494,NO,100.7,49.4,152,3.079,1.6,0.46,3.56,3.7e-04,1.0e+00,0.0128,2,44.6,55.7,47.8,197.9,60.1,197.9
GENE-6184,YES,650.3,879,421.7,0.48,-1.1,0.3,-3.55,3.9e-04,1.0e+00,0.0132,2,1207.7,750.6,678.6,479.9,333.8,451.3
GENE-18580,NO,660.6,849.4,471.9,0.555,-0.8,0.24,-3.55,3.9e-04,1.0e+00,0.0132,2,971.9,888.9,687.5,530.3,495.3,390
GENE-9148,NO,679.7,871.6,487.9,0.56,-0.8,0.24,-3.54,4.0e-04,1.0e+00,0.0136,2,988.7,891.9,734.3,490.8,399.8,573.1
GENE-19150,YES,48.8,66.6,31,0.465,-1.1,0.32,-3.49,4.8e-04,1.0e+00,0.0161,3,60.4,70.7,68.7,30.7,33.5,28.7
GENE-6175,YES,3.5,0,6.9,37.828,5.2,1.5,3.49,4.8e-04,1.0e+00,0.0161,3,0,0,0,6.9,7.9,5.9
GENE-9989,YES,72.9,48.7,97.1,1.995,1,0.29,3.47,5.2e-04,1.0e+00,0.0173,3,49.5,46.8,49.7,80.1,107.3,103.9
GENE-3567,YES,234,301.3,166.7,0.553,-0.9,0.25,-3.45,5.5e-04,1.0e+00,0.0182,3,364.6,271.8,267.6,173.2,142.8,184.1
GENE-16213,NO,12.2,4,20.4,5.139,2.4,0.69,3.44,5.9e-04,1.0e+00,0.0195,4,3,6,3,25.7,11.8,23.8
GENE-4825,YES,359.6,273.9,445.3,1.626,0.7,0.21,3.39,7.0e-04,1.0e+00,0.0228,4,278.4,264.8,278.6,397.8,424.4,513.7
GENE-5923,YES,19577.2,30846.3,8308.1,0.269,-1.9,0.56,-3.38,7.3e-04,1.0e+00,0.0239,4,23170.4,21290.8,48077.7,16961.3,4290,3672.9
GENE-5455,YES,5.1,0.3,9.9,27.736,4.8,1.43,3.34,8.3e-04,1.0e+00,0.0267,5,1,0,0,4.9,13.8,10.9
GENE-5963,NO,228.1,324.3,131.8,0.406,-1.3,0.39,-3.33,8.6e-04,1.0e+00,0.0276,5,501.3,190.1,281.6,152.4,97.5,145.5
GENE-14614,NO,227.3,118.9,335.7,2.824,1.5,0.45,3.33,8.6e-04,1.0e+00,0.0277,5,133.7,165.2,57.7,244.4,242.2,520.6
GENE-3098,NO,340,230.6,449.4,1.949,1,0.29,3.28,1.0e-03,1.0e+00,0.0331,6,203.1,201.1,287.5,418.5,342.7,586.9
GENE-12828,NO,1795.9,3546.1,45.8,0.013,-6.3,1.92,-3.26,1.1e-03,1.0e+00,0.0348,7,25.8,8803.8,1808.8,88.1,48.2,1
GENE-16918,NO,453.1,606.3,299.9,0.495,-1,0.31,-3.26,1.1e-03,1.0e+00,0.0348,7,759.9,470.9,588,357.2,342.7,199.9
GENE-5829,NO,134.8,77.5,192.1,2.478,1.3,0.4,3.24,1.2e-03,1.0e+00,0.0374,7,73.3,49.8,109.4,285,148.7,142.5
GENE-9364,NO,213.7,138.2,289.2,2.093,1.1,0.33,3.22,1.3e-03,1.0e+00,0.0405,8,101.1,116.5,197,363.1,245.2,259.3
GENE-11,YES,4.4,0.3,8.6,24.049,4.6,1.43,3.2,1.4e-03,1.0e+00,0.0419,8,0,1,0,10.9,8.9,5.9
GENE-7487,NO,512.5,646.7,378.3,0.585,-0.8,0.24,-3.2,1.4e-03,1.0e+00,0.0419,8,531,641.1,768.1,316.6,425.4,392.9
GENE-10572,YES,4.4,0.3,8.6,24.052,4.6,1.44,3.19,1.4e-03,1.0e+00,0.0433,8,0,1,0,11.9,7.9,5.9
GENE-19876,NO,474.6,649.6,299.5,0.461,-1.1,0.35,-3.19,1.4e-03,1.0e+00,0.0433,9,773.7,452.9,722.3,335.4,384,179.1
GENE-17367,YES,532.3,654.5,410.1,0.627,-0.7,0.21,-3.19,1.4e-03,1.0e+00,0.0439,9,680.6,676.9,605.9,376,367.3,486.9
GENE-12456,YES,1839.5,2490.6,1188.3,0.477,-1.1,0.34,-3.18,1.5e-03,1.0e+00,0.0443,9,3265.3,1444.4,2762,992.4,1459.2,1113.4
GENE-19871,NO,105.5,138.8,72.1,0.52,-0.9,0.3,-3.17,1.5e-03,1.0e+00,0.0467,9,149.6,131.4,135.3,84.1,49.2,83.1
GENE-13359,NO,13.9,22.5,5.3,0.234,-2.1,0.66,-3.16,1.6e-03,1.0e+00,0.0469,9,29.7,12.9,24.9,4,3,8.9
GENE-18509,YES,323.6,230.9,416.4,1.803,0.9,0.27,3.12,1.8e-03,1.0e+00,0.0531,11,219.9,297.6,175.1,430.4,355.5,463.2
GENE-10185,NO,63.9,34.1,93.8,2.749,1.5,0.47,3.07,2.1e-03,1.0e+00,0.063,13,39.6,16.9,45.8,62.3,143.8,75.2
GENE-6512,NO,86.3,61.6,111,1.801,0.8,0.28,3.06,2.2e-03,1.0e+00,0.0643,13,55.5,74.7,54.7,112.8,118.2,101.9
GENE-4360,NO,95.9,121.9,69.8,0.573,-0.8,0.26,-3.05,2.3e-03,1.0e+00,0.0667,14,104,132.4,129.3,75.2,70.9,63.3
GENE-2583,NO,786.4,1193.7,379.1,0.318,-1.7,0.55,-3.04,2.4e-03,1.0e+00,0.07,14,691.5,2383.1,506.4,537.3,365.3,234.6
GENE-4245,NO,538.2,256.6,819.9,3.196,1.7,0.55,3.03,2.4e-03,1.0e+00,0.0713,15,345.8,97.6,326.3,1513.9,476.6,469.1
GENE-299,NO,447.6,629.4,265.8,0.422,-1.2,0.41,-3.01,2.6e-03,1.0e+00,0.0761,16,426,1001.4,460.7,388.9,210.7,197.9
GENE-2134,YES,155.6,204.1,107.1,0.525,-0.9,0.31,-3,2.7e-03,1.0e+00,0.078,16,163.5,182.2,266.6,92,92.6,136.6
GENE-1221,NO,447.3,230.5,664.1,2.881,1.5,0.51,3,2.7e-03,1.0e+00,0.0782,16,283.3,326.5,81.6,617.4,370.2,1004.6
GENE-9949,NO,75.7,149.1,2.3,0.015,-6,2.02,-2.98,2.9e-03,1.0e+00,0.0815,17,358.6,29.9,58.7,0,6.9,0
GENE-15188,NO,51.6,34.1,69.2,2.028,1,0.34,2.98,2.9e-03,1.0e+00,0.0815,17,38.6,25.9,37.8,80.1,56.1,71.3
GENE-11635,YES,15.7,7,24.4,3.503,1.8,0.61,2.96,3.1e-03,1.0e+00,0.0867,18,5.9,10,5,35.6,23.6,13.9
GENE-5835,NO,462.7,891.2,34.3,0.038,-4.7,1.59,-2.96,3.1e-03,1.0e+00,0.0867,19,2536.2,21.9,115.4,34.6,18.7,49.5
GENE-13886,YES,13.6,20.9,6.2,0.3,-1.7,0.59,-2.93,3.4e-03,1.0e+00,0.0944,20,20.8,15.9,25.9,8.9,3.9,5.9
GENE-7902,NO,980.2,712.8,1247.5,1.75,0.8,0.28,2.92,3.5e-03,1.0e+00,0.0987,21,747,864.1,527.3,1495.1,977.7,1269.8
GENE-12607,NO,559.1,797.8,320.4,0.402,-1.3,0.45,-2.91,3.6e-03,1.0e+00,0.1003,22,422,526.6,1444.7,379,336.7,245.5
GENE-16807,NO,18.3,7.9,28.6,3.603,1.8,0.64,2.9,3.7e-03,1.0e+00,0.1037,23,5.9,13.9,4,14.8,30.5,40.6
GENE-3032,NO,93.9,134.6,53.3,0.396,-1.3,0.46,-2.89,3.8e-03,1.0e+00,0.1056,23,82.2,200.1,121.4,57.4,75.8,26.7
GENE-4005,NO,30.9,44.7,17.1,0.383,-1.4,0.49,-2.85,4.4e-03,1.0e+00,0.1194,26,33.7,39.8,60.7,14.8,26.6,9.9
GENE-12499,NO,189.1,135.2,243,1.798,0.8,0.3,2.85,4.4e-03,1.0e+00,0.1203,27,103,142.4,160.2,183,247.1,298.9
GENE-7682,NO,52.9,69.9,35.9,0.514,-1,0.34,-2.83,4.7e-03,1.0e+00,0.128,28,69.3,56.7,83.6,44.5,31.5,31.7
GENE-5616,YES,462,553.4,370.6,0.67,-0.6,0.21,-2.8,5.0e-03,1.0e+00,0.1361,30,611.3,563.4,485.5,394.8,329.9,387
GENE-15500,NO,1094.1,201.5,1986.8,9.859,3.3,1.18,2.8,5.1e-03,1.0e+00,0.1361,30,342.8,141.4,120.4,2770.5,3078.9,110.9
GENE-13128,NO,2883.9,4377.1,1390.8,0.318,-1.7,0.59,-2.79,5.3e-03,1.0e+00,0.1413,32,1245.3,8327,3558.9,794.5,2302.1,1075.8
GENE-7112,YES,87.1,62.6,111.7,1.784,0.8,0.3,2.77,5.5e-03,1.0e+00,0.1478,33,75.3,52.8,59.7,115.8,88.6,130.6
GENE-6024,YES,18,7,29,4.164,2.1,0.74,2.77,5.7e-03,1.0e+00,0.1501,34,1,13.9,6,46.5,18.7,21.8
GENE-486,NO,316.6,222.6,410.5,1.844,0.9,0.32,2.75,5.9e-03,1.0e+00,0.1569,36,184.3,168.2,315.4,315.6,472.6,443.4
GENE-4410,NO,1792.4,2175.5,1409.3,0.648,-0.6,0.23,-2.73,6.3e-03,1.0e+00,0.1669,38,2402.4,2246.7,1877.5,1114.1,1518.3,1595.4
GENE-8672,YES,12.9,6,19.7,3.316,1.7,0.63,2.73,6.4e-03,1.0e+00,0.1681,39,9.9,4,4,26.7,16.7,15.8
GENE-12540,YES,8.2,3.3,13.2,3.977,2,0.74,2.7,7.0e-03,1.0e+00,0.1817,42,4,4,2,14.8,14.8,9.9
GENE-18304,NO,141.4,108.4,174.5,1.611,0.7,0.26,2.69,7.1e-03,1.0e+00,0.1838,43,87.2,130.4,107.5,186,165.4,172.2
GENE-9412,NO,193.7,143.7,243.7,1.695,0.8,0.28,2.69,7.1e-03,1.0e+00,0.1844,43,134.7,105.5,191,245.4,227.4,258.3
GENE-11762,YES,8.3,13.2,3.3,0.249,-2,0.75,-2.68,7.3e-03,1.0e+00,0.1882,44,17.8,11.9,9.9,4,2,4
GENE-2524,YES,4.6,1,8.2,8.29,3.1,1.15,2.65,8.1e-03,1.0e+00,0.2068,49,1,1,1,11.9,3.9,8.9
GENE-1087,YES,117.9,155.4,80.3,0.517,-1,0.36,-2.65,8.1e-03,1.0e+00,0.2072,49,143.7,106.5,215.9,61.3,75.8,103.9
GENE-5730,YES,17.8,9.6,26.1,2.709,1.4,0.54,2.65,8.1e-03,1.0e+00,0.2072,49,9.9,5,13.9,22.8,21.7,33.7
GENE-982,NO,413.8,346.5,481.1,1.389,0.5,0.18,2.64,8.2e-03,1.0e+00,0.2077,49,335.8,362.3,341.3,481.9,498.2,463.2
GENE-12581,YES,4547.8,6103.8,2991.9,0.49,-1,0.39,-2.64,8.3e-03,1.0e+00,0.2082,50,2892.8,9487.7,5930.9,2793.2,2946,3236.4
GENE-1035,NO,2159,1584.2,2733.7,1.726,0.8,0.3,2.64,8.3e-03,1.0e+00,0.2082,50,1185.9,1693.3,1873.5,2493.4,3652,2055.7
GENE-6939,YES,3,0.3,5.6,15.72,4,1.52,2.62,8.8e-03,1.0e+00,0.2212,53,0,1,0,4.9,6.9,4.9
GENE-3930,NO,64.1,41.4,86.9,2.1,1.1,0.41,2.61,9.0e-03,1.0e+00,0.2237,54,55.5,19.9,48.8,76.2,103.4,81.2
GENE-15471,NO,36.9,51,22.7,0.446,-1.2,0.45,-2.61,9.0e-03,1.0e+00,0.2237,54,71.3,49.8,31.8,29.7,16.7,21.8
GENE-4176,YES,18.7,26.2,11.2,0.428,-1.2,0.47,-2.61,9.1e-03,1.0e+00,0.2251,55,25.8,22.9,29.8,10.9,12.8,9.9
GENE-16156,NO,432.2,577.7,286.6,0.496,-1,0.39,-2.61,9.1e-03,1.0e+00,0.2251,55,721.2,369.3,642.7,199.9,218.6,441.4
GENE-1335,NO,291.1,576,6.3,0.011,-6.5,2.51,-2.6,9.2e-03,1.0e+00,0.2263,56,31.7,1430.5,265.7,18.8,0,0
GENE-9012,NO,60.7,27.1,94.3,3.474,1.8,0.69,2.6,9.4e-03,1.0e+00,0.2289,57,53.5,21.9,6,171.2,51.2,60.4
GENE-17451,NO,15.1,22.5,7.6,0.336,-1.6,0.61,-2.59,9.6e-03,1.0e+00,0.233,58,17.8,25.9,23.9,6.9,3,12.9
GENE-2435,NO,728.6,565,892.1,1.579,0.7,0.26,2.57,1.0e-02,1.0e+00,0.2476,62,604.3,452.9,637.8,1058.7,694.2,923.4
GENE-14564,YES,8.3,12.9,3.6,0.28,-1.8,0.72,-2.56,1.0e-02,1.0e+00,0.2526,63,12.9,15.9,9.9,3,3.9,4
GENE-4165,YES,27.1,17.2,36.9,2.142,1.1,0.43,2.55,1.1e-02,1.0e+00,0.2576,65,20.8,16.9,13.9,36.6,27.6,46.5
GENE-3471,YES,2.8,0.3,5.2,14.801,3.9,1.53,2.54,1.1e-02,1.0e+00,0.2641,67,1,0,0,4.9,4.9,5.9
GENE-7539,NO,89.2,9.3,169.2,18.26,4.2,1.65,2.54,1.1e-02,1.0e+00,0.2646,67,14.9,11,2,202.8,1,303.8
GENE-14519,NO,253.3,297.4,209.1,0.703,-0.5,0.2,-2.54,1.1e-02,1.0e+00,0.2646,67,312.1,287.7,292.5,195.9,203.8,227.6
GENE-16022,NO,8643.6,6686.7,10600.5,1.585,0.7,0.26,2.54,1.1e-02,1.0e+00,0.2646,67,7055.7,8331,4673.3,10086.5,10051.1,11664
GENE-15135,NO,179.7,242.4,117.1,0.483,-1,0.41,-2.53,1.2e-02,1.0e+00,0.271,69,331.9,271.8,123.4,95,164.4,92
GENE-7230,NO,6828,4704.9,8951.1,1.903,0.9,0.37,2.52,1.2e-02,1.0e+00,0.2756,71,5300.2,6336.1,2478.4,8885.3,11208.1,6759.9
GENE-3793,NO,2205.9,2585.4,1826.4,0.706,-0.5,0.2,-2.49,1.3e-02,1.0e+00,0.2983,77,2280.6,2892.8,2582.9,1906.7,1987,1585.6
GENE-4215,YES,64,46.4,81.7,1.762,0.8,0.33,2.48,1.3e-02,1.0e+00,0.3067,79,55.5,51.8,31.8,76.2,75.8,93
GENE-17751,YES,64.5,45,84,1.864,0.9,0.36,2.48,1.3e-02,1.0e+00,0.3067,80,55.5,38.8,40.8,54.4,97.5,100
GENE-13940,NO,198,153.3,242.8,1.583,0.7,0.27,2.48,1.3e-02,1.0e+00,0.3067,80,180.3,166.2,113.4,256.3,210.7,261.3
GENE-16130,YES,13.7,21.2,6.3,0.295,-1.8,0.71,-2.47,1.3e-02,1.0e+00,0.3074,81,13.9,27.9,21.9,2,3.9,12.9
GENE-1110,NO,190.9,113.2,268.6,2.373,1.2,0.51,2.46,1.4e-02,1.0e+00,0.3203,84,170.4,133.4,35.8,307.7,328.9,169.2
GENE-9010,NO,891,727.6,1054.4,1.449,0.5,0.22,2.46,1.4e-02,1.0e+00,0.3203,85,826.2,599.3,757.2,928.1,1094.9,1140.2
GENE-2973,NO,154.8,85.4,224.2,2.625,1.4,0.57,2.45,1.4e-02,1.0e+00,0.3234,86,113.9,105.5,36.8,356.2,243.2,73.2
GENE-8538,NO,373.6,434.3,312.9,0.72,-0.5,0.19,-2.45,1.4e-02,1.0e+00,0.327,87,399.3,465.9,437.8,335.4,310.2,293
GENE-1381,NO,96.5,57.7,135.4,2.347,1.2,0.5,2.44,1.5e-02,1.0e+00,0.3279,88,16.8,83.6,72.6,126.7,112.2,167.3
GENE-6089,NO,56,75.6,36.5,0.484,-1,0.43,-2.44,1.5e-02,1.0e+00,0.3279,88,57.5,110.5,58.7,24.7,52.2,32.7
GENE-6412,NO,543,695.3,390.7,0.562,-0.8,0.34,-2.44,1.5e-02,1.0e+00,0.3279,88,454.7,716.7,914.4,418.5,486.4,267.2
GENE-6493,NO,12.2,6.6,17.8,2.684,1.4,0.58,2.44,1.5e-02,1.0e+00,0.3279,89,6.9,7,6,13.9,22.6,16.8
GENE-15383,NO,319.5,244.5,394.4,1.613,0.7,0.28,2.44,1.5e-02,1.0e+00,0.3279,89,176.3,268.8,288.5,365.1,481.5,336.5
GENE-4895,YES,90.9,71.5,110.3,1.542,0.6,0.26,2.42,1.5e-02,1.0e+00,0.338,92,80.2,66.7,67.7,111.8,117.2,101.9
GENE-5061,NO,54.4,70.9,37.8,0.534,-0.9,0.37,-2.42,1.5e-02,1.0e+00,0.338,92,79.3,80.6,52.7,24.7,42.3,46.5
GENE-10039,NO,706.5,840.1,572.8,0.682,-0.6,0.23,-2.43,1.5e-02,1.0e+00,0.338,93,999.6,724.7,796,604.6,487.4,626.5
GENE-12604,NO,43.2,23.2,63.3,2.73,1.4,0.6,2.42,1.5e-02,1.0e+00,0.338,93,29.7,11.9,27.9,28.7,41.4,119.8
GENE-5176,YES,4.4,1.3,7.6,5.715,2.5,1.04,2.42,1.6e-02,1.0e+00,0.3436,95,1,2,1,7.9,8.9,5.9
GENE-13562,YES,525.8,412.4,639.2,1.55,0.6,0.26,2.41,1.6e-02,1.0e+00,0.3438,95,415.1,368.3,453.7,566,837.9,513.7
GENE-10912,NO,116.4,146.1,86.6,0.593,-0.8,0.31,-2.41,1.6e-02,1.0e+00,0.3463,96,105,195.1,138.3,76.2,93.5,90.1
GENE-15356,NO,579.3,435.5,723,1.66,0.7,0.3,2.41,1.6e-02,1.0e+00,0.3476,97,434.9,300.6,571.1,556.1,813.3,799.7
GENE-19491,NO,26.4,9.3,43.6,4.695,2.2,0.94,2.38,1.7e-02,1.0e+00,0.3717,104,9.9,11.9,6,28.7,2,100
GENE-6470,NO,4.6,0.7,8.6,12.931,3.7,1.55,2.38,1.7e-02,1.0e+00,0.3749,105,0,1,1,1,3,21.8
GENE-6781,NO,13675.9,11236.7,16115.1,1.434,0.5,0.22,2.37,1.8e-02,1.0e+00,0.3781,107,12108.3,11034.6,10567.3,12558.2,17706.6,18080.4
GENE-10457,NO,14,4,24,6.04,2.6,1.09,2.37,1.8e-02,1.0e+00,0.3783,107,3,6,3,0,40.4,31.7
GENE-18773,NO,88.9,124.5,53.4,0.429,-1.2,0.52,-2.37,1.8e-02,1.0e+00,0.3783,107,159.5,152.3,61.7,92,27.6,40.6
GENE-5330,NO,6237.9,5273.6,7202.1,1.366,0.4,0.19,2.36,1.8e-02,1.0e+00,0.3861,110,4765.2,5552.7,5503,8230.3,6724,6652
GENE-8420,NO,41.6,26.9,56.3,2.097,1.1,0.45,2.36,1.8e-02,1.0e+00,0.388,111,11.9,31.9,36.8,60.4,64,44.5
GENE-7348,NO,220,276.7,163.3,0.59,-0.8,0.32,-2.35,1.9e-02,1.0e+00,0.3898,112,191.2,288.7,350.2,120.7,203.8,165.3
GENE-10796,NO,5866.4,7780.4,3952.4,0.508,-1,0.42,-2.35,1.9e-02,1.0e+00,0.3898,112,8789.4,3674.2,10877.7,3458.2,5535.6,2863.3
GENE-4292,NO,37.5,56.2,18.7,0.334,-1.6,0.67,-2.35,1.9e-02,1.0e+00,0.3907,113,109,47.8,11.9,23.7,17.7,14.8
GENE-5467,YES,2.5,0,4.9,26.975,4.8,2.03,2.34,1.9e-02,1.0e+00,0.4018,117,0,0,0,4,10.8,0
GENE-15647,NO,23.4,14.6,32.3,2.213,1.1,0.49,2.34,1.9e-02,1.0e+00,0.4018,117,6.9,14.9,21.9,33.6,30.5,32.7
GENE-1389,NO,974.5,702.1,1246.9,1.776,0.8,0.36,2.33,2.0e-02,1.0e+00,0.4035,118,783.6,862.1,460.7,816.3,1180.6,1743.9
GENE-10548,NO,2256.6,1877.8,2635.2,1.403,0.5,0.21,2.33,2.0e-02,1.0e+00,0.4035,118,2234,1633.5,1766,2776.4,2374.9,2754.4
GENE-7115,NO,7.9,12.3,3.6,0.296,-1.8,0.76,-2.32,2.0e-02,1.0e+00,0.4146,122,7.9,11,17.9,3,3,4.9
GENE-11379,NO,188.2,219.3,157.1,0.716,-0.5,0.21,-2.32,2.0e-02,1.0e+00,0.4146,122,219.9,229,208.9,166.2,150.6,154.4
GENE-11590,NO,716.9,488.1,945.6,1.937,1,0.41,2.32,2.0e-02,1.0e+00,0.4146,123,586.5,566.4,311.4,1031,466.7,1339.1
GENE-6728,NO,4402.3,3647.9,5156.7,1.414,0.5,0.22,2.32,2.0e-02,1.0e+00,0.4161,124,4238.2,3052.1,3653.4,5654.8,5325.9,4489.4
GENE-15192,NO,836.7,1001.6,671.8,0.671,-0.6,0.25,-2.31,2.1e-02,1.0e+00,0.4203,125,1006.5,956.6,1041.7,490.8,694.2,830.4
GENE-8730,NO,53.1,31.8,74.4,2.337,1.2,0.53,2.31,2.1e-02,1.0e+00,0.4238,127,14.9,36.8,43.8,36.6,117.2,69.3
GENE-8425,NO,507.8,378.2,637.4,1.685,0.8,0.33,2.29,2.2e-02,1.0e+00,0.4427,133,408.2,431,295.5,425.5,579,907.6
GENE-10536,NO,658.3,481.4,835.1,1.735,0.8,0.35,2.29,2.2e-02,1.0e+00,0.4427,133,413.1,520.6,510.4,1014.2,444.1,1047.1
GENE-11516,NO,140.2,108.3,172.2,1.59,0.7,0.29,2.28,2.2e-02,1.0e+00,0.4472,135,123.8,113.5,87.6,126.7,189,200.9
GENE-11522,NO,630.8,748.4,513.3,0.686,-0.5,0.24,-2.28,2.2e-02,1.0e+00,0.4472,136,856,728.7,660.6,595.7,404.7,539.4
GENE-2107,NO,256.6,199.1,314.1,1.578,0.7,0.29,2.28,2.3e-02,1.0e+00,0.45,137,184.3,157.3,255.7,241.4,346.6,354.3
GENE-5528,NO,156,191.8,120.2,0.627,-0.7,0.3,-2.27,2.3e-02,1.0e+00,0.4609,141,190.2,162.3,222.9,83.1,140.8,136.6
GENE-9182,NO,74.2,53,95.5,1.803,0.9,0.38,2.27,2.3e-02,1.0e+00,0.4616,141,69.3,52.8,36.8,129.6,86.6,70.3
GENE-1202,NO,82.9,51,114.9,2.253,1.2,0.52,2.26,2.4e-02,1.0e+00,0.4731,145,73.3,14.9,64.7,85.1,151.6,107.9
GENE-14481,NO,57.9,8.3,107.5,13.02,3.7,1.64,2.25,2.4e-02,1.0e+00,0.4731,146,22.8,0,2,101.9,191,29.7
GENE-9259,NO,640.4,556.1,724.7,1.303,0.4,0.17,2.24,2.5e-02,1.0e+00,0.4844,150,565.7,559.4,543.2,698.6,766,709.6
GENE-3729,NO,288,220.2,355.8,1.615,0.7,0.31,2.24,2.5e-02,1.0e+00,0.4881,151,239.7,175.2,245.8,494.7,291.5,281.1
GENE-39,NO,106.6,28.4,184.8,6.504,2.7,1.21,2.24,2.5e-02,1.0e+00,0.4889,152,74.3,4,7,291.9,122.1,140.5
GENE-8273,NO,34.8,3.7,66,18.083,4.2,1.87,2.23,2.6e-02,1.0e+00,0.4933,154,0,3,8,128.6,1,68.3
GENE-11446,NO,1350.2,1908.3,792.1,0.415,-1.3,0.57,-2.23,2.6e-02,1.0e+00,0.4936,154,3289.1,587.3,1848.6,1130,896,350.4
GENE-6662,NO,64.4,79.1,49.7,0.628,-0.7,0.3,-2.23,2.6e-02,1.0e+00,0.4937,155,88.2,79.6,69.6,54.4,40.4,54.4
GENE-13356,YES,1.6,0,3.3,18.034,4.2,1.88,2.22,2.6e-02,1.0e+00,0.503,158,0,0,0,4,1,4.9
GENE-17433,NO,291,195.3,386.7,1.98,1,0.44,2.22,2.6e-02,1.0e+00,0.504,159,80.2,281.7,223.9,528.4,323,308.8
GENE-1948,YES,332.9,263.4,402.4,1.528,0.6,0.28,2.22,2.7e-02,1.0e+00,0.5059,160,182.3,275.7,332.3,375,396.8,435.5
GENE-5349,NO,20.8,13.9,27.7,1.988,1,0.45,2.22,2.7e-02,1.0e+00,0.5059,161,12.9,11.9,16.9,31.7,25.6,25.7
GENE-12353,NO,409.1,345.4,472.9,1.369,0.5,0.2,2.21,2.7e-02,1.0e+00,0.5059,161,385.4,356.4,294.5,449.2,487.4,482
GENE-2223,NO,126.6,158,95.2,0.603,-0.7,0.33,-2.21,2.7e-02,1.0e+00,0.5076,162,151.6,145.3,177.1,108.8,57.1,119.8
GENE-15262,NO,37.3,71.2,3.3,0.046,-4.4,2,-2.21,2.7e-02,1.0e+00,0.5076,163,71.3,141.4,1,8.9,1,0
GENE-5889,NO,382.3,510.8,253.9,0.497,-1,0.46,-2.21,2.7e-02,1.0e+00,0.5118,165,487.4,429,615.9,370.1,88.6,302.9
GENE-6683,NO,87.6,62.9,112.2,1.784,0.8,0.38,2.19,2.9e-02,1.0e+00,0.534,172,84.2,62.7,41.8,108.8,150.6,77.2
GENE-14077,NO,80.3,102,58.6,0.575,-0.8,0.36,-2.19,2.9e-02,1.0e+00,0.534,173,138.7,72.7,94.5,46.5,52.2,77.2
GENE-5536,YES,1.5,3,0,0.061,-4,1.85,-2.18,2.9e-02,1.0e+00,0.542,176,2,4,3,0,0,0
GENE-8926,NO,225.3,58.6,391.9,6.681,2.7,1.26,2.18,2.9e-02,1.0e+00,0.5428,177,37.6,79.6,58.7,1007.3,139.8,28.7
GENE-1891,NO,363.7,249.2,478.3,1.919,0.9,0.43,2.17,3.0e-02,1.0e+00,0.5464,179,194.2,221,332.3,283,821.2,330.6
GENE-6563,NO,205.3,295.8,114.7,0.388,-1.4,0.63,-2.17,3.0e-02,1.0e+00,0.5464,179,75.3,569.4,242.8,85.1,66,193
GENE-11847,NO,118,72.2,163.9,2.269,1.2,0.54,2.17,3.0e-02,1.0e+00,0.5464,180,69.3,80.6,66.7,157.3,45.3,289
GENE-11666,NO,130.2,101.7,158.8,1.561,0.6,0.3,2.17,3.0e-02,1.0e+00,0.5492,181,89.2,132.4,83.6,160.3,131,185.1
GENE-10031,YES,227.9,183.2,272.5,1.488,0.6,0.26,2.17,3.0e-02,1.0e+00,0.5497,182,170.4,175.2,204,252.3,347.6,217.7
GENE-11808,YES,65,47.4,82.7,1.746,0.8,0.37,2.16,3.1e-02,1.0e+00,0.5599,186,42.6,47.8,51.7,64.3,62,121.7
GENE-16600,NO,16.5,22.5,10.6,0.468,-1.1,0.51,-2.15,3.2e-02,1.0e+00,0.5723,191,17.8,23.9,25.9,9.9,7.9,13.9
GENE-1482,NO,1873,1551.1,2194.9,1.415,0.5,0.23,2.15,3.2e-02,1.0e+00,0.5747,192,1390.9,1798.8,1463.6,2607.2,1770.4,2207.1
GENE-2431,NO,7.3,10.9,3.7,0.331,-1.6,0.75,-2.14,3.3e-02,1.0e+00,0.5884,197,7.9,13.9,10.9,4,3,4
GENE-9746,NO,122.3,95.3,149.2,1.565,0.6,0.3,2.13,3.3e-02,1.0e+00,0.5938,200,126.8,68.7,90.5,140.5,139.8,167.3
GENE-1099,NO,356.1,427.8,284.5,0.665,-0.6,0.28,-2.13,3.3e-02,1.0e+00,0.5949,200,343.8,582.3,357.2,267.2,289.5,296.9
GENE-18426,YES,3,0.3,5.6,15.748,4,1.87,2.13,3.3e-02,1.0e+00,0.5949,201,1,0,0,12.9,0,4
GENE-14418,NO,276,181.3,370.7,2.045,1,0.49,2.12,3.4e-02,1.0e+00,0.6036,205,332.9,121.4,89.5,365.1,248.1,498.8
GENE-13700,NO,11.4,16.2,6.6,0.406,-1.3,0.62,-2.11,3.5e-02,1.0e+00,0.6119,208,10.9,17.9,19.9,5.9,8.9,4.9
GENE-5982,YES,995.5,1154.3,836.7,0.725,-0.5,0.22,-2.1,3.6e-02,1.0e+00,0.6263,214,962,1145.8,1355.1,735.2,912.8,862.1
