name,state,FDR,A1,A2,A3,B1,B2,B3
GENE-335,NO,1,0,0,0,0,0,0
GENE-336,NO,1,0,0,0,0,0,0
GENE-337,NO,1,0,0,0,0,0,0
GENE-338,NO,1,62,122,57,80,87,99
GENE-339,NO,1,0,0,0,0,0,0
GENE-340,NO,1,0,0,0,0,0,0
GENE-341,NO,1,0,0,0,0,0,0
GENE-342,NO,1,0,0,0,0,0,0
GENE-343,NO,1,1301,1892,1805,1491,2177,1953
GENE-344,NO,1,0,0,0,0,0,0
GENE-345,NO,1,0,0,0,0,0,0
GENE-346,NO,1,0,0,0,0,0,0
GENE-347,NO,1,0,0,0,0,0,0
GENE-348,NO,1,0,0,1,0,0,0
GENE-349,NO,1,1831,1969,2222,2177,2211,2384
GENE-350,NO,1,106,45,59,41,56,58
GENE-351,NO,1,80,83,86,66,93,80
GENE-352,NO,1,38,0,13,159,8,3
GENE-353,NO,1,0,0,0,0,0,0
GENE-354,NO,1,0,0,0,0,0,0
GENE-355,NO,1,0,0,0,0,0,0
GENE-356,YES,1,0,0,0,0,0,0
GENE-357,NO,1,0,0,0,0,0,0
GENE-358,NO,1,0,0,0,0,0,0
GENE-359,NO,1,0,0,0,0,0,0
GENE-360,NO,1,0,0,0,0,0,0
GENE-361,NO,1,0,0,0,0,0,0
GENE-362,NO,1,0,0,0,0,0,0
GENE-363,NO,1,0,0,0,0,0,0
GENE-364,NO,1,0,0,0,0,0,0
GENE-365,NO,1,0,0,0,0,0,0
GENE-366,NO,1,87,101,112,101,103,90
GENE-367,NO,1,0,0,0,0,0,0
GENE-368,NO,1,0,0,0,0,0,0
GENE-369,NO,1,802,1207,1096,353,1113,871
GENE-370,NO,1,0,0,0,0,0,0
GENE-371,NO,1,79,91,83,63,87,81
GENE-372,NO,1,150,187,159,117,131,187
GENE-373,NO,1,0,0,0,0,0,0
GENE-374,YES,1,0,0,0,0,0,0
GENE-375,NO,1,3,0,1,1,2,4
GENE-376,NO,1,0,0,0,0,0,0
GENE-377,NO,1,0,0,0,0,0,0
GENE-378,NO,1,33,40,40,29,41,35
GENE-379,NO,1,0,0,0,0,0,0
GENE-380,NO,1,0,0,0,0,0,0
GENE-381,NO,1,0,1,0,0,0,1
GENE-382,NO,1,50,44,40,68,53,63
GENE-383,NO,1,98,85,44,73,121,78
GENE-384,NO,1,29,23,15,23,16,32
GENE-385,YES,1,0,0,0,0,0,0
GENE-386,NO,1,0,0,0,0,0,0
GENE-387,NO,1,2,2,3,2,4,11
GENE-388,YES,1,0,0,0,0,0,0
GENE-389,NO,1,0,0,0,0,0,0
GENE-390,NO,1,0,0,0,0,0,0
GENE-391,NO,1,263,358,250,374,191,267
GENE-392,NO,1,0,0,0,0,0,0
GENE-393,NO,1,0,0,0,0,0,1
GENE-394,NO,1,614,835,481,667,793,335
GENE-395,NO,1,0,0,0,0,0,0
GENE-396,NO,1,0,0,0,0,0,0
GENE-398,NO,1,0,0,0,0,0,0
GENE-399,NO,1,0,0,0,0,0,0
GENE-400,NO,1,0,0,0,0,0,0
GENE-401,NO,1,0,0,0,0,0,0
GENE-402,NO,1,264,455,209,441,516,490
GENE-403,NO,1,0,0,0,0,0,0
GENE-404,NO,1,40,85,88,92,62,82
GENE-405,NO,1,140,101,53,649,95,33
GENE-407,NO,1,2,1,0,1,1,1
GENE-408,NO,1,0,0,0,0,0,0
GENE-409,NO,1,0,0,0,0,0,0
GENE-410,NO,1,0,1,1,0,0,0
GENE-411,NO,1,0,0,0,0,0,0
GENE-412,YES,1,0,0,0,0,0,0
GENE-413,NO,1,0,0,0,0,0,0
GENE-414,NO,1,0,0,0,0,0,0
GENE-415,YES,1,0,0,0,0,0,0
GENE-416,NO,1,0,0,0,0,0,0
GENE-417,YES,1,0,0,0,0,0,0
GENE-418,NO,1,0,0,0,0,0,0
GENE-419,NO,1,0,0,0,0,0,0
GENE-420,NO,1,0,0,0,0,0,0
GENE-421,NO,1,0,0,0,0,0,0
GENE-422,NO,1,0,0,0,0,0,0
GENE-423,NO,1,1046,833,550,798,621,1378
GENE-424,NO,1,0,0,0,0,0,0
GENE-425,NO,1,0,0,0,0,0,0
GENE-426,NO,1,0,0,0,0,0,1
GENE-427,NO,1,0,0,0,0,0,0
GENE-428,NO,1,0,0,0,0,0,0
GENE-429,NO,1,8,7,13,12,16,8
GENE-430,NO,1,0,0,0,0,0,0
GENE-431,NO,1,0,0,0,0,0,0
GENE-432,NO,1,176,166,200,166,217,197
GENE-433,NO,1,0,0,0,0,0,0
GENE-434,NO,1,0,0,0,0,0,0
GENE-435,NO,1,14,6,11,14,15,20
GENE-436,NO,1,0,0,0,0,0,0
GENE-437,NO,1,62,52,46,59,70,42
GENE-438,NO,1,283,239,251,255,256,272
GENE-439,NO,1,0,0,0,0,0,0
GENE-440,NO,1,0,0,0,0,0,0
GENE-441,NO,1,675,747,713,767,666,858
GENE-442,NO,1,0,0,0,0,0,0
GENE-443,NO,1,1656,485,984,820,1135,781
GENE-444,NO,1,0,0,0,0,0,0
GENE-445,NO,1,0,0,0,0,0,0
GENE-446,NO,1,0,0,0,1,1,0
GENE-447,NO,1,0,0,0,0,0,0
GENE-448,NO,1,0,0,0,0,0,0
GENE-449,NO,1,0,0,0,0,0,0
GENE-450,NO,1,0,0,0,0,0,0
GENE-451,NO,1,0,0,0,0,0,0
GENE-452,NO,1,0,0,0,0,0,0
GENE-453,NO,1,0,0,0,0,0,0
GENE-454,NO,1,28,38,40,21,28,37
GENE-455,NO,1,0,0,0,0,0,0
GENE-456,NO,1,27,19,17,20,26,15
GENE-457,NO,1,0,0,0,0,0,0
GENE-458,NO,1,0,0,0,0,0,0
GENE-459,NO,1,0,0,0,0,0,0
GENE-460,NO,1,314,228,311,328,350,345
GENE-461,NO,1,0,0,0,0,0,0
GENE-462,NO,1,0,0,0,0,0,0
GENE-463,NO,1,0,0,0,0,0,0
GENE-464,NO,1,0,0,0,0,0,0
GENE-465,NO,1,0,0,0,0,0,0
GENE-466,NO,1,0,0,0,0,0,0
GENE-467,NO,1,396,355,491,451,397,532
GENE-469,NO,1,0,0,0,0,0,0
GENE-470,NO,1,0,0,0,0,0,0
GENE-471,NO,1,0,0,0,0,0,0
GENE-472,NO,1,0,0,0,0,0,0
GENE-473,NO,1,0,0,0,0,0,0
GENE-474,NO,1,7,8,23,17,31,29
GENE-475,NO,1,0,0,0,0,0,0
GENE-476,NO,1,6,20,6,3,14,10
GENE-477,NO,1,134,144,157,123,156,164
GENE-478,NO,1,4,7,8,2,9,11
GENE-479,NO,1,132,104,133,120,117,120
GENE-480,NO,1,794,301,1040,623,749,557
GENE-481,NO,1,0,0,0,0,0,0
GENE-482,NO,1,0,0,0,0,0,0
GENE-483,NO,1,0,0,0,0,0,0
GENE-484,YES,1,0,0,0,0,0,0
GENE-485,NO,1,266,270,253,249,247,211
GENE-486,NO,1,186,169,317,319,480,448
GENE-487,NO,1,0,0,0,0,0,0
GENE-488,NO,1,0,0,0,0,0,0
GENE-489,YES,1,0,0,0,0,0,1
GENE-490,NO,1,0,0,0,0,0,0
GENE-491,NO,1,146,69,109,150,178,133
GENE-493,NO,1,17,14,13,17,9,13
GENE-494,NO,1,0,0,0,0,0,0
GENE-495,NO,1,0,0,0,0,0,0
GENE-496,NO,1,1,0,0,2,1,0
GENE-497,NO,1,0,0,1,1,1,1
GENE-498,NO,1,1,0,0,0,0,0
GENE-499,NO,1,4143,3825,3946,3800,4066,4194
GENE-500,NO,1,0,0,0,0,0,0
GENE-501,NO,1,0,0,0,0,0,0
GENE-502,NO,1,0,0,0,0,0,0
GENE-503,NO,1,0,0,0,0,0,0
GENE-504,NO,1,0,0,0,0,0,0
GENE-505,NO,1,0,0,0,0,0,0
GENE-506,NO,1,0,3,0,2,1,3
GENE-507,NO,1,0,0,0,0,0,0
GENE-508,NO,1,0,0,0,0,0,0
GENE-510,NO,1,130,169,117,172,126,107
GENE-511,NO,1,0,0,0,0,0,0
GENE-512,NO,1,137,169,138,141,144,87
GENE-513,NO,1,0,0,0,0,0,0
GENE-514,NO,1,0,0,0,0,0,0
GENE-515,NO,1,0,0,0,0,0,0
GENE-516,NO,1,65,119,124,92,104,85
GENE-517,NO,1,0,0,0,0,0,0
GENE-518,NO,1,0,0,0,0,0,0
GENE-519,NO,1,0,0,0,0,0,0
GENE-520,NO,1,0,0,0,0,0,0
GENE-521,NO,1,0,0,0,0,0,0
GENE-522,NO,1,0,0,0,0,0,0
GENE-523,NO,1,0,0,0,0,0,0
GENE-524,NO,1,333,57,109,48,227,161
GENE-525,NO,1,34,20,19,25,18,10
GENE-526,NO,1,338,323,367,343,300,335
GENE-527,NO,1,0,0,0,0,0,0
GENE-528,NO,1,0,0,0,0,0,0
GENE-529,NO,1,609,662,763,636,795,673
GENE-530,NO,1,0,0,0,0,0,0
GENE-531,NO,1,960,1400,2063,1033,1280,1470
GENE-532,NO,1,66,59,41,55,50,49
GENE-533,NO,1,0,0,0,0,0,0
GENE-534,NO,1,0,0,0,0,0,0
GENE-535,NO,1,0,0,0,0,0,0
GENE-536,NO,1,0,0,0,0,0,0
GENE-537,NO,1,0,0,0,0,0,0
GENE-538,NO,1,0,0,0,0,0,0
GENE-539,NO,1,0,0,0,0,0,0
GENE-540,YES,1,0,0,0,0,0,0
GENE-541,NO,1,0,0,0,0,0,0
GENE-542,NO,1,7,10,5,4,10,13
GENE-543,NO,1,0,0,0,0,0,0
GENE-544,NO,1,0,0,0,0,0,0
GENE-545,NO,1,0,0,0,0,0,0
GENE-546,NO,1,0,0,0,0,0,0
GENE-547,NO,1,0,0,0,0,0,0
GENE-548,NO,1,0,0,0,0,0,0
GENE-549,NO,1,0,0,0,0,0,0
GENE-550,NO,1,0,0,0,0,0,0
GENE-551,NO,1,37,25,59,34,43,22
GENE-552,NO,1,0,0,0,0,0,0
GENE-553,NO,1,65,73,53,86,74,77
GENE-554,NO,1,0,0,0,0,0,0
GENE-555,NO,1,0,0,0,0,0,0
GENE-556,NO,1,0,0,0,0,0,0
GENE-557,NO,1,0,0,0,0,0,0
GENE-558,NO,1,62,42,78,59,66,69
GENE-559,YES,1,0,0,0,0,0,0
GENE-560,NO,1,0,0,0,0,0,0
GENE-561,NO,1,0,0,0,0,0,0
GENE-562,NO,1,0,0,0,0,0,0
GENE-563,NO,1,4,2,0,4,4,6
GENE-564,NO,1,0,0,0,0,0,0
GENE-565,NO,1,104,77,99,89,83,89
GENE-566,NO,1,0,0,0,0,0,0
GENE-567,NO,1,0,0,0,0,0,0
GENE-568,NO,1,0,0,0,0,0,0
GENE-569,NO,1,0,0,0,0,0,0
GENE-570,NO,1,0,0,0,0,0,0
GENE-571,NO,1,3,3,7,4,6,3
GENE-572,NO,1,13,9,18,8,14,10
GENE-573,NO,1,0,0,0,0,0,0
GENE-574,NO,1,13,12,9,15,13,11
GENE-575,NO,1,0,0,0,0,0,0
GENE-576,NO,1,0,0,1,0,0,0
GENE-577,NO,1,0,0,0,0,0,0
GENE-578,NO,1,193,177,179,213,210,133
GENE-579,NO,1,2,2,4,1,4,4
GENE-580,NO,1,36,19,26,17,36,27
GENE-581,NO,1,0,0,0,0,0,0
GENE-582,NO,1,0,0,0,0,0,0
GENE-583,NO,1,76,63,50,75,80,56
GENE-584,NO,1,1536,807,1634,1159,1146,1230
GENE-585,NO,1,0,0,0,0,0,0
GENE-586,NO,1,0,0,0,0,0,0
GENE-587,NO,1,38,36,40,44,35,40
GENE-588,NO,1,818,946,920,906,998,974
GENE-589,NO,1,0,0,0,0,0,0
GENE-590,NO,1,1,2,1,4,1,0
GENE-591,NO,1,0,0,0,0,0,0
GENE-592,NO,1,0,0,0,0,0,0
GENE-593,NO,1,0,0,0,0,0,0
GENE-594,NO,1,0,0,0,0,0,0
GENE-595,NO,1,9,3,5,7,11,9
GENE-596,NO,1,0,0,0,0,0,0
GENE-597,NO,1,1,6,4,2,6,2
GENE-598,NO,1,0,0,0,0,0,0
GENE-599,NO,1,55,39,58,58,34,49
GENE-600,NO,1,0,0,0,0,0,0
GENE-601,NO,1,164,269,272,543,321,225
GENE-602,NO,1,0,0,0,0,0,0
GENE-603,NO,1,0,0,0,0,0,0
GENE-604,NO,1,0,0,0,0,0,0
GENE-605,NO,1,0,0,0,0,0,0
GENE-606,YES,1,0,0,0,0,0,0
GENE-607,NO,1,0,0,0,0,0,0
GENE-608,NO,1,109,135,136,126,160,95
GENE-609,NO,1,0,0,0,0,0,0
GENE-610,NO,1,0,0,0,0,0,0
GENE-611,NO,1,0,0,0,0,0,0
GENE-612,NO,1,46,29,46,48,44,51
GENE-613,NO,1,0,0,0,0,0,0
GENE-614,NO,1,0,0,0,0,0,0
GENE-615,NO,1,0,0,0,0,0,0
GENE-616,NO,1,0,0,0,0,0,0
GENE-617,NO,1,0,0,0,0,0,0
GENE-618,NO,1,0,0,0,0,0,0
GENE-619,NO,1,0,0,0,0,0,0
GENE-620,NO,1,0,0,0,0,0,0
GENE-621,NO,1,0,0,0,0,0,0
GENE-622,NO,1,0,0,0,0,0,0
GENE-623,NO,1,3,1,1,2,1,2
GENE-624,NO,1,10,22,12,23,21,0
GENE-625,NO,1,0,0,0,0,0,0
GENE-626,NO,1,0,0,0,0,0,0
GENE-627,NO,1,0,0,0,0,0,0
GENE-628,NO,1,508,696,834,519,510,700
GENE-629,NO,1,0,0,0,0,0,0
GENE-630,NO,1,0,0,0,0,0,0
GENE-631,NO,1,0,0,0,0,0,0
GENE-632,NO,1,54,50,47,52,62,47
GENE-633,NO,1,0,0,0,1,2,0
GENE-634,NO,1,0,0,0,0,0,0
GENE-635,NO,1,0,0,0,0,0,0
GENE-636,NO,1,0,0,0,0,0,0
GENE-637,NO,1,1,8,7,8,9,4
GENE-638,NO,1,0,0,0,0,0,0
GENE-639,NO,1,221,177,201,182,152,240
GENE-640,NO,1,0,0,0,0,0,0
GENE-641,NO,1,0,0,0,0,0,0
GENE-642,NO,1,0,0,0,0,0,0
GENE-643,NO,1,0,0,0,0,0,0
GENE-644,NO,1,429,400,342,364,365,376
GENE-645,NO,1,0,0,0,0,0,0
GENE-646,NO,1,1164,1089,1558,1811,1718,1345
GENE-647,NO,1,1,0,1,0,0,1
GENE-648,NO,1,0,0,0,0,0,0
GENE-649,NO,1,0,0,0,0,0,0
GENE-650,NO,1,27,24,17,22,22,13
GENE-651,NO,1,44,78,57,30,75,83
GENE-652,NO,1,0,0,0,0,0,0
GENE-653,NO,1,0,0,0,0,0,0
GENE-654,NO,1,0,0,0,0,0,0
GENE-655,NO,1,60,49,44,34,38,42
GENE-656,NO,1,0,0,0,0,0,0
GENE-657,NO,1,35,30,40,31,35,28
GENE-658,NO,1,0,0,0,0,0,0
GENE-659,NO,1,0,0,0,0,0,0
GENE-660,NO,1,0,0,0,0,0,0
GENE-661,NO,1,0,0,0,0,0,0
GENE-662,NO,1,0,0,0,0,0,0
GENE-663,NO,1,0,0,0,0,0,0
GENE-664,NO,1,631,827,658,581,751,717
GENE-665,NO,1,0,0,0,0,0,0
GENE-666,NO,1,0,0,0,0,0,0
GENE-667,NO,1,0,0,0,0,0,0
GENE-668,NO,1,0,0,0,0,0,0
GENE-669,NO,1,0,0,0,0,0,0
GENE-670,NO,1,5,1,2,0,3,0
GENE-671,NO,1,0,0,0,0,0,0
GENE-672,NO,1,0,0,0,0,0,0
GENE-673,NO,1,20,19,22,17,21,17
GENE-674,NO,1,0,0,0,0,0,0
GENE-675,NO,1,0,0,0,0,0,0
GENE-676,NO,1,339,285,289,376,374,471
GENE-677,NO,1,0,0,0,0,0,0
GENE-678,NO,1,48,53,36,58,33,36
GENE-679,NO,1,0,0,0,0,0,0
GENE-680,NO,1,0,0,0,0,0,0
GENE-681,NO,1,0,0,0,0,0,0
GENE-682,NO,1,0,0,0,0,0,0
GENE-683,NO,1,43,36,31,33,27,28
GENE-684,NO,1,0,0,0,0,0,0
GENE-685,NO,1,612,333,459,490,529,397
GENE-686,NO,1,0,0,0,0,0,0
GENE-687,NO,1,0,0,0,0,0,0
GENE-688,NO,1,27,30,19,39,48,27
GENE-689,NO,1,0,0,0,0,0,0
GENE-690,NO,1,986,1058,820,950,986,839
GENE-691,NO,1,0,0,0,0,0,0
GENE-692,NO,1,0,0,0,0,0,0
GENE-693,NO,1,0,0,0,0,0,0
GENE-694,YES,1,0,0,0,0,0,0
GENE-695,NO,1,3,2,0,3,1,3
GENE-696,NO,1,0,0,0,0,0,0
GENE-697,NO,1,0,0,0,0,0,0
GENE-698,NO,1,0,0,0,0,0,0
GENE-699,NO,1,0,0,0,0,0,0
GENE-700,NO,1,0,0,0,0,0,0
GENE-701,NO,1,10,15,10,8,9,8
GENE-702,YES,1,0,0,0,0,0,0
GENE-703,NO,1,0,0,0,0,0,0
GENE-704,NO,1,0,0,0,0,0,0
GENE-705,NO,1,110,142,176,96,159,186
GENE-706,NO,1,0,0,0,0,0,0
GENE-707,NO,1,76,48,82,65,91,74
GENE-708,NO,1,0,0,0,0,0,0
GENE-709,NO,1,0,0,0,0,1,1
GENE-710,NO,1,0,0,0,0,0,0
GENE-711,NO,1,0,0,0,0,0,0
GENE-712,NO,1,0,0,0,0,0,0
GENE-713,NO,1,0,0,0,0,0,0
GENE-714,NO,1,14,14,10,24,14,9
GENE-715,NO,1,23,17,18,10,16,16
GENE-716,NO,1,0,0,0,0,0,0
GENE-717,NO,1,0,0,0,0,0,0
GENE-718,NO,1,222,201,211,184,200,224
GENE-719,NO,1,0,0,0,0,0,0
GENE-720,NO,1,0,0,0,0,0,0
GENE-721,NO,1,0,0,0,0,0,0
GENE-722,NO,1,0,0,0,0,0,0
GENE-723,NO,1,0,0,0,0,0,0
GENE-724,YES,1,1,2,2,0,0,0
GENE-725,NO,1,0,0,0,0,0,0
GENE-726,NO,1,14,7,6,9,9,6
GENE-727,NO,1,0,0,0,0,0,0
GENE-728,NO,1,0,0,0,0,0,0
GENE-729,NO,1,0,0,0,0,0,0
GENE-730,NO,1,281,192,160,278,165,156
GENE-731,NO,1,532,547,585,602,497,569
GENE-732,NO,1,0,0,0,0,0,0
GENE-733,NO,1,1432,877,1024,1206,545,1129
GENE-734,NO,1,27,29,13,25,19,24
GENE-735,NO,1,0,0,0,0,0,0
GENE-736,NO,1,0,0,0,0,0,0
GENE-737,NO,1,0,0,2,0,0,2
GENE-738,NO,1,0,0,0,0,0,0
GENE-739,NO,1,41,27,43,43,32,34
GENE-740,NO,1,24,27,29,25,27,28
GENE-741,NO,1,0,0,0,0,0,0
GENE-742,NO,1,0,0,0,0,0,0
GENE-743,YES,1,0,0,0,0,0,0
GENE-744,NO,1,45,27,51,48,46,52
GENE-745,NO,1,0,0,0,0,0,0
GENE-746,NO,1,6126,5683,6475,5052,6420,5401
GENE-747,NO,1,7,6,9,13,9,6
GENE-748,NO,1,0,0,0,0,0,0
GENE-749,NO,1,0,0,0,0,0,0
GENE-750,NO,1,0,0,0,0,0,0
GENE-751,NO,1,2,2,9,3,3,14
GENE-752,NO,1,21,18,21,22,26,18
GENE-753,NO,1,0,0,0,0,0,0
GENE-754,NO,1,0,0,0,0,0,0
GENE-755,NO,1,0,0,0,0,0,1
GENE-756,NO,1,149,121,132,112,95,124
GENE-757,NO,1,0,0,0,0,0,0
GENE-758,NO,1,0,0,0,0,0,0
GENE-759,NO,1,12,12,27,16,15,19
GENE-760,NO,1,0,0,0,0,0,0
GENE-761,NO,1,0,0,0,0,0,0
GENE-762,NO,1,82,87,82,80,69,84
GENE-763,NO,1,40,47,44,34,58,49
GENE-764,NO,1,0,0,0,0,0,0
GENE-765,NO,1,0,0,0,0,0,0
GENE-766,NO,1,0,0,0,0,0,0
GENE-767,NO,1,0,0,0,0,0,0
GENE-768,NO,1,566,924,737,733,835,449
GENE-769,NO,1,2,2,2,6,6,2
GENE-771,NO,1,1275,1095,1410,1826,1140,1382
GENE-772,NO,1,30,18,21,15,13,22
GENE-773,NO,1,0,0,0,0,0,0
GENE-774,NO,1,0,0,0,0,0,0
GENE-775,NO,1,23,20,31,21,22,21
GENE-776,NO,1,0,0,0,0,0,0
GENE-777,NO,1,48,97,33,67,80,87
GENE-778,NO,1,0,0,0,0,0,0
GENE-779,NO,1,0,0,0,0,0,0
GENE-780,NO,1,0,0,0,0,0,0
GENE-781,NO,1,0,1,1,0,0,0
GENE-782,YES,1,0,0,0,0,0,0
GENE-783,NO,1,0,0,0,0,0,0
GENE-784,NO,1,0,0,0,0,0,0
GENE-785,NO,1,0,0,0,0,0,0
GENE-786,NO,1,3815,3434,2985,3285,2500,3767
GENE-787,NO,1,354,476,550,439,454,493
GENE-788,NO,1,1001,976,1135,700,1201,1241
GENE-789,NO,1,0,0,0,0,0,0
GENE-790,NO,1,0,0,0,0,0,0
GENE-791,NO,1,0,0,0,0,0,0
GENE-792,NO,1,0,0,0,0,0,0
GENE-793,NO,1,286,236,240,310,306,277
GENE-794,NO,1,0,0,0,0,0,0
GENE-795,NO,1,0,0,0,0,0,0
GENE-796,NO,1,100,93,73,65,99,97
GENE-797,NO,1,63,62,50,71,56,58
GENE-798,NO,1,0,0,0,0,0,0
GENE-799,NO,1,0,0,0,0,0,0
GENE-800,NO,1,0,0,0,0,0,0
GENE-801,NO,1,8,3,4,1,6,3
GENE-802,NO,1,0,0,0,0,0,0
GENE-803,NO,1,0,0,0,0,0,0
GENE-804,NO,1,0,0,0,0,0,0
GENE-805,NO,1,3,0,0,2,0,1
GENE-806,NO,1,0,0,0,0,0,0
GENE-807,NO,1,14,13,15,11,13,24
GENE-808,NO,1,0,0,0,0,0,0
GENE-809,NO,1,0,0,0,0,0,0
GENE-810,NO,1,0,0,0,0,0,0
GENE-811,NO,1,946,898,1019,1064,1073,1221
GENE-812,NO,1,635,406,423,534,545,501
GENE-813,NO,1,175,159,122,137,194,108
GENE-814,NO,1,163,182,141,168,151,170
GENE-815,NO,1,0,0,0,0,0,0
GENE-816,NO,1,0,0,0,0,0,0
GENE-818,NO,1,0,0,0,0,0,0
GENE-819,NO,1,0,0,0,0,0,0
GENE-820,YES,1,0,0,0,0,0,0
GENE-821,NO,1,0,0,0,0,0,0
GENE-822,NO,1,0,0,0,0,0,0
GENE-823,NO,1,138,95,113,126,116,99
GENE-824,NO,1,0,0,0,0,0,0
GENE-825,NO,1,0,0,0,0,0,0
GENE-826,NO,1,6,5,5,3,9,6
GENE-827,NO,1,0,0,0,0,0,0
GENE-828,NO,1,0,0,0,0,0,0
GENE-829,NO,1,0,0,0,0,0,0
GENE-830,NO,1,0,0,0,0,0,0
GENE-831,NO,1,0,0,0,0,0,0
GENE-832,NO,1,0,0,0,0,0,0
GENE-833,NO,1,0,0,0,0,0,0
GENE-835,NO,1,0,0,0,1,0,0
GENE-836,NO,1,305,302,334,229,285,246
GENE-837,NO,1,0,0,0,0,0,0
GENE-838,NO,1,20,17,20,14,23,13
GENE-839,NO,1,0,0,0,0,0,0
GENE-840,NO,1,0,0,0,0,0,0
GENE-841,NO,1,0,0,0,0,0,0
GENE-842,NO,1,2110,2298,2306,2737,2370,2495
GENE-843,NO,1,0,0,0,0,0,0
GENE-844,YES,1,0,0,0,0,0,0
GENE-845,NO,1,900,680,914,732,733,824
GENE-846,NO,1,298,295,263,310,254,247
GENE-847,NO,1,0,0,1,0,0,0
GENE-848,NO,1,0,0,0,0,0,0
GENE-849,NO,1,83,87,81,54,74,84
GENE-850,NO,1,0,0,0,0,0,0
GENE-851,NO,1,0,1,0,0,0,0
GENE-852,NO,1,0,0,0,0,0,0
GENE-853,NO,1,0,0,0,0,0,0
GENE-854,NO,1,0,0,0,0,0,0
GENE-855,NO,1,0,0,0,0,0,0
GENE-856,NO,1,155,133,154,172,157,146
GENE-857,NO,1,0,0,0,0,0,0
GENE-858,NO,1,0,0,0,0,0,0
GENE-859,NO,1,0,0,0,0,0,0
GENE-860,NO,1,0,0,0,0,0,0
GENE-861,NO,1,8,26,19,21,19,22
GENE-862,NO,1,908,727,826,821,797,629
GENE-863,NO,1,0,0,0,0,0,0
GENE-864,NO,1,0,0,0,0,0,0
GENE-865,NO,1,35,53,25,20,19,22
GENE-866,NO,1,0,0,0,0,0,0
GENE-867,NO,1,786,728,640,756,635,740
GENE-868,NO,1,0,0,0,0,0,0
GENE-869,NO,1,0,0,0,0,0,0
GENE-870,NO,1,0,0,0,0,0,0
GENE-871,NO,1,183,387,328,276,257,314
GENE-872,NO,1,12,8,40,11,53,13
GENE-873,NO,1,0,0,0,0,0,0
GENE-874,NO,1,5,4,6,3,11,4
GENE-875,NO,1,0,0,0,0,0,0
GENE-876,NO,1,0,0,0,0,0,0
GENE-877,NO,1,0,0,0,0,0,0
GENE-878,NO,1,0,0,0,0,0,0
GENE-879,NO,1,0,1,0,1,0,0
GENE-880,NO,1,0,0,0,0,0,0
GENE-881,NO,1,0,0,0,0,0,0
GENE-882,NO,1,0,0,0,0,0,0
GENE-883,NO,1,0,0,0,0,0,0
GENE-884,NO,1,0,0,0,0,0,0
GENE-885,NO,1,76,82,71,67,86,92
GENE-886,NO,1,0,0,0,0,0,0
GENE-887,NO,1,0,0,0,0,0,0
GENE-888,NO,1,0,0,0,0,0,0
GENE-889,NO,1,8,2,4,3,3,8
GENE-890,NO,1,0,0,0,0,0,0
GENE-891,NO,1,0,0,0,0,0,0
GENE-892,NO,1,0,0,0,0,0,0
GENE-893,NO,1,0,0,0,0,0,0
GENE-894,NO,1,0,0,0,0,0,0
GENE-895,NO,1,1,1,3,2,2,6
GENE-896,NO,1,0,0,0,0,0,0
GENE-897,NO,1,0,0,2,0,0,1
GENE-898,NO,1,0,0,0,0,0,0
GENE-899,NO,1,0,0,0,0,0,0
GENE-900,NO,1,0,0,0,0,0,0
GENE-901,NO,1,3,5,5,4,2,1
GENE-902,NO,1,534,490,534,375,430,435
GENE-903,NO,1,249,150,219,222,255,169
GENE-904,NO,1,0,0,0,0,0,0
GENE-905,NO,1,0,0,0,0,0,0
GENE-906,NO,1,7,2,4,1,2,4
GENE-907,NO,1,0,0,0,0,0,0
GENE-908,NO,1,0,0,0,0,0,0
GENE-909,NO,1,0,0,0,0,0,0
GENE-910,NO,1,29,29,32,30,25,45
GENE-911,NO,1,0,0,0,0,0,0
GENE-912,NO,1,7,15,15,11,6,13
GENE-913,NO,1,90,51,82,92,132,92
GENE-914,NO,1,5,8,8,12,5,13
GENE-915,NO,1,14,13,14,8,6,9
GENE-916,NO,1,69,65,69,40,44,96
GENE-917,NO,1,0,0,0,0,0,0
GENE-918,NO,1,0,0,0,0,0,0
GENE-919,NO,1,0,0,0,0,0,0
GENE-920,NO,1,0,0,0,0,0,0
GENE-921,NO,1,0,0,0,0,0,0
GENE-922,NO,1,1052,799,724,922,928,1077
GENE-923,NO,1,0,0,0,0,0,0
GENE-924,NO,1,0,0,0,0,0,0
GENE-925,NO,1,0,0,0,0,0,0
GENE-926,NO,1,1,0,1,0,0,1
GENE-927,YES,1,0,0,0,0,0,0
GENE-928,YES,1,0,0,0,0,0,0
GENE-929,NO,1,1661,1839,2054,1905,1838,1933
GENE-930,NO,1,0,0,0,0,0,0
GENE-931,NO,1,0,0,0,0,0,0
GENE-932,NO,1,0,0,0,0,0,0
GENE-933,NO,1,0,0,0,0,0,0
GENE-934,NO,1,123,174,144,133,108,155
GENE-935,NO,1,103,127,109,106,92,89
GENE-936,NO,1,0,0,0,1,0,0
GENE-937,NO,1,26,17,17,22,14,18
GENE-938,NO,1,177,220,272,231,262,230
GENE-939,YES,1,4,3,7,4,2,0
GENE-940,NO,1,0,0,0,0,0,0
GENE-941,NO,1,0,0,0,0,0,0
GENE-942,NO,1,0,0,0,0,0,0
GENE-943,NO,1,0,0,0,0,0,0
GENE-944,NO,1,0,0,0,0,0,0
GENE-945,NO,1,0,0,0,0,0,0
